ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,10,39,29,0.24269567039884754,0.9340686829615521,15.72667944184532,64.8,60.52765065590857,10.0
1,11,33,22,0.6695240024895104,0.8898802831442089,43.38515536132027,64.8,57.66424234774473,10.0
2,11,33,22,0.7326008941823384,0.9210426704414771,42.49085186257563,58.0,53.42047488560567,10.0
3,13,38,25,0.19130434782608696,0.9286604280739774,11.0,57.5,53.3979746142537,10.0
4,14,28,14,0.1875,0.9095685887479118,12.0,64.0,58.212389679866355,10.0
5,14,40,26,0.772615617134798,0.916189686834525,44.42539798525088,57.5,52.680906992985186,10.0
6,15,39,24,0.5739130434782609,0.9411586663800597,33.0,57.5,54.116623316853435,10.0
7,15,39,24,0.6042973590172843,0.8760382047066722,34.74709814349385,57.5,50.37219677063365,10.0
8,15,40,25,0.8448275862068966,0.9051596710662815,49.0,58.0,52.499260921844325,10.0
9,15,42,27,0.8098427462954076,0.9146832446698104,46.56595791198594,57.5,52.5942865685141,10.0
10,16,39,23,0.7956688117052215,0.8759857665385873,45.75095667305024,57.5,50.36918157596877,10.0
11,17,43,26,0.6697015230921891,0.8927744664089584,38.84268833934697,58.0,51.780919051719586,10.0
12,17,42,25,0.17391304347826086,0.9164674626494983,10.0,57.5,52.69687910234615,10.0
13,17,40,23,0.6944444444444444,0.9245504092980634,45.0,64.8,59.91086652251451,10.0
14,17,41,24,0.729415251372917,0.9368739919838238,42.306084579629186,58.0,54.338691535061784,10.0
15,18,38,20,0.154320987654321,0.9315185821979692,10.0,64.8,60.3624041264284,10.0
16,18,43,25,0.1724137931034483,0.8720551284572647,10.0,58.0,50.579197450521356,10.0
17,19,34,15,0.8673329467679891,0.8797460343771673,40.157515435357894,46.3,40.73224139166284,10.0
18,19,34,15,0.7482706204365562,0.9008350948402802,43.025560675101985,57.5,51.79801795331611,10.0
19,19,35,16,0.6560867576252567,0.833400000840328,30.376816878049386,46.3,38.58642003890718,10.0
20,20,45,25,0.28125,0.8803910624249385,18.0,64.0,56.34502799519606,10.0
21,20,43,23,0.48484848484848486,0.956117494368809,32.0,66.0,63.10375462834139,10.0
22,23,38,15,0.7272727272727273,0.8873629909715528,48.0,66.0,58.565957404122486,10.0
23,29,45,16,0.921875,0.865984900574028,59.0,64.0,55.42303363673779,10.0
24,30,48,18,0.4675324675324675,0.9206207414509717,36.0,77.0,70.88779709172482,10.0
25,32,48,16,0.8704103671706264,0.8792020507701354,40.3,46.3,40.707054950657266,10.0
26,37,55,18,0.510301488989597,0.9199181162316574,29.342335616901828,57.5,52.8952916833203,10.0
27,39,56,17,0.17391304347826086,0.8767763731210255,10.0,57.5,50.414641454458966,10.0
28,40,57,17,0.48484848484848486,0.8668005371016771,32.0,66.0,57.208835448710694,10.0
29,41,54,13,0.655524560205454,0.9313927926561857,30.35078713751252,46.3,43.123486299981394,10.0
30,42,61,19,0.5973778585128597,0.8960244244778072,34.34922686448944,57.5,51.52140440747391,10.0
31,43,58,15,0.6363636363636364,0.9566142904078498,49.0,77.0,73.65930036140443,10.0
32,44,60,16,0.7097963110675629,0.8984838625490537,40.81328788638487,57.5,51.662822096570586,10.0
33,44,60,16,0.6858821970757494,0.8932121044620712,39.43822633185559,57.5,51.359696006569095,10.0
34,45,64,19,0.5177217733061454,0.8677177143365249,20.191149158939673,39.0,33.840990859124474,10.0
35,45,61,16,0.5668356943982612,0.8405669428760097,36.27748444148872,64.0,53.796284344064624,10.0
36,45,65,20,0.8390998154912386,0.8899576278503512,48.66778929849184,58.0,51.617542415320365,10.0
37,46,67,21,0.6438733936661923,0.8493821408315738,42.4956439819687,66.0,56.05922129488387,10.0
38,46,64,18,0.922077922077922,0.9383779218001785,71.0,77.0,72.25509997861374,10.0
39,47,71,24,0.6584655000660931,0.9009483701629669,38.1909990038334,58.0,52.25500546945208,10.0
40,48,65,17,0.5626826748347801,0.9505430952547385,36.46183732929375,64.8,61.59519257250705,10.0
41,49,75,26,0.8653846153846154,0.9204490668798637,45.0,52.0,47.863351477752914,10.0
42,50,79,29,0.3448275862068966,0.9124773448835616,20.0,58.0,52.92368600324657,10.0
43,50,74,24,0.8519805144403828,0.8789753079451672,39.44669781858972,46.3,40.69655675786124,10.0
44,50,77,27,0.6121094964385894,0.857325902539136,35.19629604521889,57.5,49.29623939600032,10.0
45,51,98,47,0.6505743611779485,0.9142412689121443,37.40802576773204,57.5,52.568872962448296,10.0
46,51,88,37,0.7945221956287283,0.8499342883700894,45.68502624865187,57.5,48.871221581280146,10.0
47,51,86,35,0.7554429889610648,0.9435694834317733,49.859237271430274,66.0,62.275585906497035,10.0
48,53,90,37,0.7350731067691773,0.926623099884314,42.26670363922769,57.5,53.280828243348054,10.0
49,57,107,50,0.5342114741313477,0.9628770917589584,40.06586055985108,75.0,72.21578188192188,10.0
50,60,105,45,0.33487511069530007,0.8671433884703152,15.504717625192391,46.3,40.14873888617559,10.0
51,61,109,48,0.7623825653505953,0.8790915890769898,39.64389339823096,52.0,45.71276263200347,10.0
52,63,108,45,0.5517486664417631,0.8516480119839837,21.51819799122876,39.0,33.21427246737536,10.0
53,63,101,38,0.588131521581965,0.894623172182207,34.11162825175397,58.0,51.888143986568004,10.0
54,64,98,34,0.1724137931034483,0.9382538188457364,10.0,58.0,54.418721493052715,10.0
55,64,103,39,0.6762376949225587,0.9189306091623187,38.88366745804713,57.5,52.838510026833326,10.0
56,69,104,35,0.6481977178157635,0.9099593715589697,49.91122427181379,77.0,70.06687161004066,10.0
57,69,105,36,0.6311216286761299,0.9127071777592316,36.60505446321553,58.0,52.93701631003543,10.0
58,70,102,32,0.6164747886426347,0.8483122237435364,39.45438647312862,64.0,54.29198231958633,10.0
59,73,106,33,0.7054052663933675,0.8745189440997895,45.14593704917552,64.0,55.969212422386526,10.0
60,74,104,30,0.6084199470239346,0.9015111519991065,35.28835692738821,58.0,52.28764681594818,10.0
