ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,8,32,24,0.8276718023091699,0.8690358513139812,47.59112863277727,57.5,49.96956145055392,10.0
1,9,30,21,0.6012977284154963,0.8590863619406167,38.483054618591765,64.0,54.98152716419947,10.0
2,11,33,22,0.2564102564102564,0.8612699202055977,10.0,39.0,33.58952688801831,10.0
3,11,30,19,0.5739130434782609,0.8497676513607111,33.0,57.5,48.86163995324089,10.0
4,11,29,18,0.7562362448834717,0.9284218836861067,48.39911967254219,64.0,59.41900055591083,10.0
5,12,40,28,0.6290885457359584,0.8721134154736104,32.71260437826984,52.0,45.34989760462774,10.0
6,12,31,19,0.31710775203151426,0.9449990352140095,18.23369574181207,57.5,54.33744452480555,10.0
7,12,40,28,0.6503400460871102,0.8781104745221974,30.1107441338332,46.3,40.656514970377735,10.0
8,13,40,27,0.6420435701277016,0.8586415729543287,36.917505282342844,57.5,49.371890444873905,10.0
9,13,31,18,0.758832785237532,0.9614168519728128,29.594478624263747,39.0,37.4952572269397,10.0
10,13,36,23,0.8533333333333334,0.8946579058774818,64.0,75.0,67.09934294081114,10.0
11,14,37,23,0.6327319269143482,0.9107951095120842,36.698451761032196,58.0,52.82611635170088,10.0
12,14,41,27,0.922077922077922,0.8600324034603919,71.0,77.0,66.22249506645018,10.0
13,15,37,22,0.6896551724137931,0.943732877432908,40.0,58.0,54.73650689110867,10.0
14,15,44,29,0.4908836470477141,0.8394621518142678,19.14446223486085,39.0,32.739023920756445,10.0
15,15,40,25,0.6245806668819462,0.906116960653603,36.225678679152885,58.0,52.554783717908975,10.0
16,15,38,23,0.8961038961038961,0.8984527643818022,69.0,77.0,69.18086285739876,10.0
17,15,36,21,0.5772604812035517,0.8641375691424567,33.19247766920422,57.5,49.687910225691255,10.0
18,16,47,31,0.7948455878692335,0.9086757255108665,45.703621302480926,57.5,52.248854216874825,10.0
19,16,39,23,0.8572238647692253,0.8510308024274792,49.29037222423045,57.5,48.934271139580055,10.0
20,16,42,26,0.7478260869565218,0.8919637416065094,43.0,57.5,51.28791514237429,10.0
21,16,40,24,0.6807839320087374,0.9580165767710895,39.1450760905024,57.5,55.085953164337646,10.0
