ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,9,37,28,0.6337926280157384,0.9231237944961984,36.75997242491283,58.0,53.541180080779505,10.0
1,9,30,21,0.5240375705019216,0.8848597471647937,24.262939514238965,46.3,40.96900629372994,10.0
2,10,38,28,0.7746898677072238,0.8635469692729365,44.93201232701898,58.0,50.08572421783032,10.0
3,11,35,24,0.9391304347826087,0.8522602617084186,54.0,57.5,49.00496504823407,10.0
4,11,40,29,0.987012987012987,0.9511482152237987,76.0,77.0,73.23841257223249,10.0
5,12,32,20,0.4300949937723062,0.8735967799319182,13.763039800713798,32.0,27.955096957821382,10.0
6,12,33,21,0.6971011171926605,0.9288298345652259,40.083314238577984,57.5,53.40771548750049,10.0
7,13,39,26,0.7005736450514519,0.9421272646757777,40.28298459045848,57.5,54.172317718857215,10.0
8,13,34,21,0.7468306670581705,0.948117475054986,49.29082402583925,66.0,62.575753353629075,10.0
9,14,32,18,0.702639949711512,0.9202129948797988,40.753117083267696,58.0,53.37235370302833,10.0
10,14,36,22,0.7408888855819233,0.8835215848916266,47.416888677243094,64.0,56.5453814330641,10.0
11,14,38,24,0.5629161950570998,0.8885095163475407,36.026636483654386,64.0,56.864609046242606,10.0
12,14,38,24,0.7207516935551735,0.9170526250948066,46.70470974237524,64.8,59.42501010614346,10.0
13,15,39,24,0.7265031350116242,0.9210735722524764,28.333622265453343,39.0,35.92186931784658,10.0
14,15,39,24,0.624862209813279,0.8921411896562743,39.991181428049856,64.0,57.097036138001556,10.0
15,16,43,27,0.8446042395344969,0.8979384279850557,39.105176290447204,46.3,41.57454921570808,10.0
16,16,40,24,0.6864539237598251,0.9428643963367124,21.966525560314402,32.0,30.171660682774796,10.0
17,17,45,28,0.7358820695369179,0.9090699079456586,42.31321899837278,57.5,52.27151970687537,10.0
18,17,36,19,0.7479986843623772,0.8639811420236317,43.009924350836684,57.5,49.678915666358826,10.0
19,18,30,12,0.6493506493506493,0.8969907592898764,50.0,77.0,69.06828846532048,10.0
20,18,37,19,0.5557849476353649,0.885055616143816,21.67561295777923,39.0,34.51716902960882,10.0
21,19,42,23,0.4320987654320988,0.9127723696108432,28.0,64.8,59.14764955078264,10.0
22,19,40,21,0.5866666666666667,0.9122507390330077,44.0,75.0,68.41880542747558,10.0
23,21,42,21,0.7922077922077922,0.8925218760181189,61.0,77.0,68.72418445339515,10.0
24,26,45,19,0.6655016384915673,0.9373997185123178,43.12450617425356,64.8,60.743501759598196,10.0
25,34,47,13,0.6896485684853028,0.8923582691443633,44.68922723784762,64.8,57.82481584055474,10.0
26,36,54,18,0.7922077922077922,0.9074027837009464,61.0,77.0,69.87001434497287,10.0
27,37,51,14,0.13333333333333333,0.9319627052339627,10.0,75.0,69.8972028925472,10.0
28,37,51,14,0.6255947988130726,0.951874064935208,35.97170093175167,57.5,54.73275873377446,10.0
29,41,57,16,0.7709105328052401,0.9258511787859643,44.327355636301306,57.5,53.23644278019295,10.0
30,41,57,16,0.84,0.9217125010132472,63.0,75.0,69.12843757599354,10.0
31,43,62,19,0.15151515151515152,0.8933162611556277,10.0,66.0,58.95887323627143,10.0
32,43,56,13,0.5959688053741107,0.917225495641774,38.61877858824237,64.8,59.436212117586955,10.0
33,43,57,14,0.5857562458841412,0.9197853467887752,33.68098413833812,57.5,52.88765744035457,10.0
34,45,62,17,0.6986669590695824,0.9065559583025433,32.348280204921664,46.3,41.973540869407756,10.0
35,45,62,17,0.7787184352477129,0.8792979235859895,36.05466355196911,46.3,40.71149386203131,10.0
36,46,64,18,0.1724137931034483,0.9296306971080786,10.0,58.0,53.918580432268556,10.0
37,46,66,20,0.6493506493506493,0.9578484214211034,50.0,77.0,73.75432844942496,10.0
38,47,67,20,0.8205128205128205,0.8843742294885415,32.0,39.0,34.490594950053115,10.0
39,48,67,19,0.5043478260869565,0.8506543109220028,29.0,57.5,48.91262287801516,10.0
40,48,74,26,0.15584415584415584,0.879920262736553,12.0,77.0,67.75386023071458,10.0
41,48,75,27,0.6763269896776095,0.9052560592152387,38.88880190646255,57.5,52.05222340487622,10.0
42,48,67,19,0.4935064935064935,0.866595243904975,38.0,77.0,66.72783378068307,10.0
43,49,72,23,0.6764279983133266,0.8978694406772584,38.894609903016274,57.5,51.62749283894236,10.0
44,50,67,17,0.762823673001546,0.8921252764260953,29.750123247060294,39.0,34.792885780617716,10.0
45,52,109,57,0.4808723175480408,0.9009300630372274,27.650158259012343,57.5,51.803478624640576,10.0
46,52,90,38,0.46517972479622555,0.8907076017408044,26.74783417578297,57.5,51.215687100096254,10.0
47,52,101,49,0.6923648365558838,0.8922289705226129,39.810978101963315,57.5,51.30316580505024,10.0
48,54,100,46,0.8,0.9188925051390886,46.0,57.5,52.836319045497596,10.0
49,55,91,36,0.859165335639188,0.8964654966624043,49.8315894670729,58.0,51.994998806419446,10.0
50,55,96,41,0.9393939393939394,0.893323157326238,62.0,66.0,58.95932838353171,10.0
51,56,103,47,0.13333333333333333,0.9003216412691202,10.0,75.0,67.52412309518401,10.0
52,57,107,50,0.8190882382388311,0.8897983526281492,47.507117817852205,58.0,51.608304452432655,10.0
53,57,103,46,0.2564102564102564,0.8911223275637584,10.0,39.0,34.75377077498658,10.0
54,60,106,46,0.6274178113699116,0.9237160746069044,48.31117147548319,77.0,71.12613774473164,10.0
55,60,102,42,0.7712698443627791,0.9763374266425303,44.3480160508598,57.5,56.139402031945494,10.0
56,66,104,38,0.5523287209466712,0.9209015358453455,35.79090111734429,64.8,59.674419522778386,10.0
57,71,107,36,0.4760853813601506,0.891566022962633,27.37490942820866,57.5,51.265046320351395,10.0
58,72,111,39,0.5551756972789361,0.8760078740637066,35.97538518367506,64.8,56.76531023932819,10.0
59,72,100,28,0.7573239809697366,0.9154391553011867,43.92479089624472,58.0,53.09547100746883,10.0
60,73,111,38,0.5187584975440284,0.8663324347556621,29.82861360878163,57.5,49.81411499845057,10.0
