ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,9,41,32,0.7561728395061729,0.9142766843265255,49.0,64.8,59.24512914435885,10.0
1,10,32,22,0.5351109617910418,0.9096181711197646,31.03643578388042,58.0,52.757853924946346,10.0
2,10,36,26,0.5279743121865632,0.9418088258289802,20.590998175275963,39.0,36.730544207330226,10.0
3,13,38,25,0.19696969696969696,0.8738754338990673,13.0,66.0,57.67577863733844,10.0
4,13,37,24,0.7203224753500244,0.9101539664063408,41.77870357030141,58.0,52.78893005156777,10.0
5,13,39,26,0.6548430186814385,0.9312731873578842,37.65347357418271,57.5,53.548208273078345,10.0
6,13,35,22,0.6902912055713624,0.8706754879825748,44.73087012102428,64.8,56.41977162127084,10.0
7,13,39,26,0.17391304347826086,0.8926523097796177,10.0,57.5,51.32750781232802,10.0
8,13,36,23,0.13333333333333333,0.876811455937424,10.0,75.0,65.76085919530681,10.0
9,13,41,28,0.5831555589788435,0.8498263379317983,30.324089066899866,52.0,44.19096957245351,10.0
10,14,35,21,0.7989443014377581,0.9607046600436766,46.33876948338997,58.0,55.72087028253324,10.0
11,14,33,19,0.6782608695652174,0.9096161407016189,39.0,57.5,52.30292809034309,10.0
12,14,35,21,0.24,0.9188623072289158,18.0,75.0,68.91467304216869,10.0
13,15,46,31,0.6586369721653788,0.946677219896449,38.20094438559197,58.0,54.90727875399404,10.0
14,15,33,18,0.21333333333333335,0.8670454568583915,16.0,75.0,65.02840926437936,10.0
15,15,41,26,0.9104938271604939,0.8944264070036344,59.0,64.8,57.958831173835506,10.0
16,17,38,21,0.7716125317405904,0.9464881609633548,49.383202031397786,64.0,60.575242301654704,10.0
17,17,37,20,0.6724249581021629,0.8696580078113633,34.96609782131247,52.0,45.22221640619089,10.0
18,17,43,26,0.8109101908433531,0.9013016244954687,46.627335973492805,57.5,51.82484340848945,10.0
19,18,36,18,0.38961038961038963,0.911618089832274,30.0,77.0,70.1945929170851,10.0
20,18,38,20,0.7424927411390944,0.8946986425985672,48.113529625813314,64.8,57.97647204038716,10.0
21,19,39,20,0.7410972568353956,0.9067183858158623,47.43022443746532,64.0,58.029976692215186,10.0
22,19,36,17,0.4207071708541308,0.9023872818392442,16.4075796633111,39.0,35.193103991730524,10.0
23,23,38,15,0.5758688347257565,0.8339351129684566,33.40039241409387,58.0,48.36823655217048,10.0
24,24,40,16,0.154320987654321,0.9159815150123527,10.0,64.8,59.35560217280045,10.0
25,37,55,18,0.5217391304347826,0.9574095586499776,30.0,57.5,55.05104962237371,10.0
26,37,52,15,0.8356934282852518,0.8689809815250669,48.470218840544604,58.0,50.400896928453875,10.0
27,38,53,15,0.5217391304347826,0.9088739573753264,30.0,57.5,52.260252549081265,10.0
28,38,54,16,0.7222597185391864,0.891838600851968,41.529933816003215,57.5,51.28071954898816,10.0
29,39,54,15,0.15625,0.8827551066238215,10.0,64.0,56.496326823924576,10.0
30,40,54,14,0.154320987654321,0.8690464704027424,10.0,64.8,56.31421128209771,10.0
31,41,53,12,0.8512125413393056,0.9301997948880389,49.37032739767972,58.0,53.95158810350626,10.0
32,41,60,19,0.6316518549696013,0.9110269276532654,47.3738891227201,75.0,68.3270195739949,10.0
33,41,56,15,0.20869565217391303,0.9776293588838572,12.0,57.5,56.21368813582178,10.0
34,41,53,12,0.3307621983315205,0.8630143494029372,12.899725734929298,39.0,33.65755962671455,10.0
35,41,58,17,0.8377992686910648,0.9159634239861983,48.173457949736225,57.5,52.6678968792064,10.0
36,43,60,17,0.7328793485756233,0.8826669867614882,42.14056254309834,57.5,50.753351738785575,10.0
37,44,62,18,0.7070212865536822,0.8673083805952791,40.65372397683673,57.5,49.87023188422855,10.0
38,45,66,21,0.7847414205964217,0.8647567171865412,45.51500239459246,58.0,50.15588959681939,10.0
39,46,64,18,0.484375,0.8882278335076009,31.0,64.0,56.84658134448646,10.0
40,48,72,24,0.6342185103811695,0.8726871059271426,32.97936253982081,52.0,45.37972950821141,10.0
41,49,69,20,0.7401845015844086,0.9122438037972515,47.96395570266968,64.8,59.11339848606189,10.0
42,49,77,28,0.6546909250826305,0.8982485222843097,37.64472819225125,57.5,51.64929003134781,10.0
43,49,73,24,0.6288065023959601,0.8743742700238522,36.47077713896569,58.0,50.713707661383424,10.0
44,50,72,22,0.47690231468451993,0.9168551484608529,27.421883094359895,57.5,52.71917103649904,10.0
45,50,71,21,0.3256280400518894,0.9303874557487236,10.42009728166046,32.0,29.772398583959156,10.0
46,50,73,23,0.38580246913580246,0.903835539574476,25.0,64.8,58.568542964426044,10.0
47,50,77,27,0.8311688311688312,0.8830674352366388,64.0,77.0,67.99619251322119,10.0
48,52,98,46,0.6875,0.8620016698147824,22.0,32.0,27.584053434073038,10.0
49,53,109,56,0.7729315252189427,0.9119965325136604,44.4435627000892,57.5,52.439800619535475,10.0
50,55,101,46,0.8115199702261038,0.9018273981618363,47.06815827311402,58.0,52.30598909338651,10.0
51,55,98,43,0.5879981760776779,0.8452237756349197,33.80989512446648,57.5,48.60036709900788,10.0
52,56,107,51,0.6,0.9622522370811779,45.0,75.0,72.16891778108834,10.0
53,56,106,50,0.71875,0.903259419018451,23.0,32.0,28.90430140859043,10.0
54,57,104,47,0.4805194805194805,0.8820411076573137,37.0,77.0,67.91716528961315,10.0
55,58,103,45,0.4184444244583718,0.9122458594641368,13.390221582667898,32.0,29.19186750285238,10.0
56,62,97,35,0.6514754331165826,0.909653939337109,37.78557512076179,58.0,52.75992848155232,10.0
57,64,106,42,0.14666666666666667,0.8892844598679666,11.0,75.0,66.6963344900975,10.0
58,73,111,38,0.47998682991739683,0.902793158575223,30.719157114713397,64.0,57.77876214881427,10.0
59,74,108,34,0.640625,0.948740082012774,41.0,64.0,60.71936524881754,10.0
