ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,9,30,21,0.3546968509599474,0.9213784690914086,20.395068930196977,57.5,52.979261972756,10.0
1,13,36,23,0.5590899097471003,0.8390303820220475,36.229026151612096,64.8,54.369168755028674,10.0
2,14,43,29,0.37662337662337664,0.9372929534864195,29.0,77.0,72.1715574184543,10.0
3,14,33,19,0.5630581854666763,0.9041840514743583,21.959269233200374,39.0,35.263178007499974,10.0
4,14,36,22,0.7395307470768451,0.887060873060798,47.329967812918085,64.0,56.77189587589107,10.0
5,14,40,26,0.6753246753246753,0.9131843234886738,52.0,77.0,70.31519290862789,10.0
6,15,47,32,0.4783950617283951,0.8953352263065918,31.0,64.8,58.01772266466715,10.0
7,16,42,26,0.746671924985878,0.9738171493978885,42.933635686687985,57.5,55.994486090378594,10.0
8,16,34,18,0.3939393939393939,0.9487808313019519,26.0,66.0,62.61953486592883,10.0
9,16,33,17,0.15584415584415584,0.9010672557423501,12.0,77.0,69.38217869216096,10.0
10,16,46,30,0.8457135208337607,0.8592953346524385,39.15653601460312,46.3,39.7853739944079,10.0
11,16,35,19,0.8538871986731081,0.9004214264487617,49.525457523040274,58.0,52.22444273402817,10.0
12,16,44,28,0.6896009414095614,0.9115594365447776,39.99685460175456,58.0,52.8704473195971,10.0
13,17,37,20,0.6434782608695652,0.9574136959109925,37.0,57.5,55.05128751488207,10.0
14,17,41,24,0.5487219340809721,0.9005173176515043,35.557181328446994,64.8,58.353522183817475,10.0
15,17,36,19,0.762303172890159,0.8827927297119439,44.213584027629224,58.0,51.20197832329274,10.0
16,17,37,20,0.7855613143755196,0.9142012164838148,36.371488855586556,46.3,42.327516323200626,10.0
17,17,35,18,0.7369737198711299,0.9282418918157554,42.37598889258997,57.5,53.37390877940594,10.0
18,18,38,20,0.8286802388529824,0.8313678790284784,43.091372420355086,52.0,43.231129709480875,10.0
19,18,41,23,0.8950617283950618,0.8959375165229103,58.0,64.8,58.056751070684584,10.0
20,18,43,25,0.15625,0.9465114849807819,10.0,64.0,60.57673503877004,10.0
21,19,39,20,0.7671661715142386,0.906431916555248,44.11205486206872,57.5,52.11983520192676,10.0
22,20,40,20,0.7242131874325308,0.8878304080137169,42.004364871086786,58.0,51.49416366479558,10.0
23,22,44,22,0.745159908496313,0.8872086267656585,47.69023414376403,64.0,56.78135211300214,10.0
24,23,37,14,0.17391304347826086,0.8886874703363076,10.0,57.5,51.099529544337685,10.0
25,33,45,12,0.453125,0.9047042549542852,29.0,64.0,57.90107231707425,10.0
26,37,54,17,0.7148023270315548,0.8870400554889609,33.095347741560985,46.3,41.069954569138886,10.0
27,38,56,18,0.6790123456790124,0.841003917385293,44.0,64.8,54.497053846566985,10.0
28,39,56,17,0.1724137931034483,0.9184070139709596,10.0,58.0,53.267606810315655,10.0
29,41,56,15,0.2,0.8879843829729336,15.0,75.0,66.59882872297001,10.0
30,42,59,17,0.7252379021180221,0.9145546194900607,42.06379832284528,58.0,53.04416793042352,10.0
31,42,58,16,0.8201200980568016,0.912615023484934,37.97156054002991,46.3,42.25407558735244,10.0
32,43,69,26,0.8266666666666667,0.9045263031069417,62.0,75.0,67.83947273302063,10.0
33,43,56,13,0.8448275862068966,0.9153765776822825,49.0,58.0,53.09184150557239,10.0
34,44,57,13,0.8234321778396673,0.8641890725068442,47.7590663147007,58.0,50.12296620539696,10.0
35,44,61,17,0.7416933823867067,0.8921183824386348,38.568055884108745,52.0,46.39015588680901,10.0
36,44,61,17,0.5125484127187672,0.8881993333493425,29.727807937688493,58.0,51.51556133426187,10.0
37,46,66,20,0.4858654690652019,0.9120011542297601,27.937264471249108,57.5,52.440066368211205,10.0
38,46,60,14,0.5358322494226995,0.9268816849187083,30.810354341805223,57.5,53.29569688282572,10.0
39,47,69,22,0.8961038961038961,0.8878448336607154,69.0,77.0,68.36405219187509,10.0
40,47,64,17,0.7480503647532608,0.9143079821606901,47.87522334420869,64.0,58.515710858284166,10.0
41,47,66,19,0.6086502446822579,0.929719356609811,34.99738906922983,57.5,53.45886300506413,10.0
42,48,67,19,0.8620689655172413,0.8998123244150534,50.0,58.0,52.1891148160731,10.0
43,49,70,21,0.6875,0.9013295580388448,44.0,64.0,57.68509171448607,10.0
44,52,84,32,0.515625,0.8931120499396918,33.0,64.0,57.15917119614028,10.0
45,52,91,39,0.77348732937789,0.8651447620817432,44.47552143922867,57.5,49.745823819700234,10.0
46,52,93,41,0.5167766040547069,0.9050661614296743,33.48712394274501,64.8,58.648287260642896,10.0
47,53,103,50,0.6266946782940379,0.832499629554275,32.58812327128997,52.0,43.2899807368223,10.0
48,56,98,42,0.8108388319872444,0.8992743577181013,47.02865225526018,58.0,52.157912747649874,10.0
49,59,106,47,0.6284369842716405,0.944680397139952,40.21996699338499,64.0,60.45954541695693,10.0
50,60,105,45,0.984375,0.8430709668345105,63.0,64.0,53.956541877408675,10.0
51,60,109,49,0.6724137931034483,0.9471346231778491,39.0,58.0,54.93380814431525,10.0
52,61,100,39,0.6531542922684621,0.8975595797030002,37.55637180543657,57.5,51.609675832922505,10.0
53,62,110,48,0.4,0.9047572233018848,30.0,75.0,67.85679174764135,10.0
54,63,103,40,0.5804631225295298,0.9029610385189705,33.37662954544796,57.5,51.9202597148408,10.0
55,63,105,42,0.45454545454545453,0.9535210894860761,30.0,66.0,62.93239190608102,10.0
56,71,111,40,0.7801815773463351,0.8897920263047433,44.86044069741427,57.5,51.16304151252274,10.0
57,75,110,35,0.703125,0.9627168074375367,45.0,64.0,61.61387567600235,10.0
