ID,start_time,departure_time,TotalChargeTime,SOC_initial,SOC_departure,Battery_at_arrival,Battery_capacity,Desired_capacity,Min_battery_capacity
0,3,28,25,0.49137814125976653,0.9112841442315869,31.84130355363287,64.8,59.05121254620683,10.0
1,9,27,18,0.765625,0.8815042615865992,49.0,64.0,56.41627274154235,10.0
2,9,36,27,0.5895970847343702,0.8533003055483411,33.90183237222629,57.5,49.06476756902961,10.0
3,11,34,23,0.24347826086956523,0.8654280720316695,14.0,57.5,49.762114141820994,10.0
4,11,33,22,0.5662012313545586,0.8373990022924734,36.68983979177539,64.8,54.26345534855228,10.0
5,11,37,26,0.5599868099515364,0.9356127898814509,29.11931411747989,52.0,48.651865073835445,10.0
6,11,39,28,0.6318231860356501,0.8951983773400187,40.94214245511013,64.8,58.00885485163321,10.0
7,12,37,25,0.6653622009068105,0.8715292802286858,38.258326552141604,57.5,50.11293361314944,10.0
8,12,38,26,0.8205128205128205,0.9184611239425315,32.0,39.0,35.81998383375873,10.0
9,14,33,19,0.5979652166434275,0.9034320255669165,34.38299995699708,57.5,51.9473414700977,10.0
10,14,38,24,0.2597402597402597,0.9138292423810803,20.0,77.0,70.36485166334319,10.0
11,14,30,16,0.7677326177525765,0.9538329946649212,49.74907363036696,64.8,61.80837805428689,10.0
12,15,33,18,0.6730467024236844,0.8740033396407972,38.70018538936185,57.5,50.25519202934584,10.0
13,15,41,26,0.5048122240488497,0.8467369893438937,29.02670288280886,57.5,48.68737688727389,10.0
14,15,42,27,0.7253086419753086,0.9574519358204006,47.0,64.8,62.04288544116196,10.0
15,16,39,23,0.6608695652173913,0.8541039040777038,38.0,57.5,49.11097448446797,10.0
16,16,38,22,0.7678234298071506,0.905407334376633,44.14984721391116,57.5,52.060921726656396,10.0
17,16,42,26,0.7601541705813893,0.8853453147448052,35.195138097918324,46.3,40.991488072684476,10.0
18,17,38,21,0.154320987654321,0.8773521592720609,10.0,64.8,56.85241992082954,10.0
19,19,44,25,0.8085487165148223,0.9037176562886206,46.491551199602284,57.5,51.963765236595684,10.0
20,19,39,20,0.6533333333333333,0.8883121557140197,49.0,75.0,66.62341167855148,10.0
21,19,43,24,0.5784477146615148,0.9026965226703543,22.559460871799075,39.0,35.20516438414381,10.0
22,20,43,23,0.8613905828140221,0.8828951097653968,49.96065380321328,58.0,51.207916366393015,10.0
23,21,38,17,0.6266666666666667,0.9307868866731576,47.0,75.0,69.80901650048682,10.0
24,31,44,13,0.8595205873892338,0.9310843018259994,49.42243377488094,57.5,53.53734735499497,10.0
25,31,44,13,0.6914840913626235,0.8697595387748086,40.10607729903216,58.0,50.4460532489389,10.0
26,35,52,17,0.6912408675467289,0.9123023271509326,44.792408217028026,64.8,59.11719079938043,10.0
27,37,57,20,0.17391304347826086,0.908593279384941,10.0,57.5,52.24411356463411,10.0
28,41,53,12,0.8434782608695652,0.9019314569357383,48.5,57.5,51.86105877380495,10.0
29,41,56,15,0.6983220927079397,0.966964125330082,40.15352033070653,57.5,55.60043720647972,10.0
30,42,59,17,0.7274696296301368,0.8638124431916598,47.14003200003287,64.8,55.97504631881956,10.0
31,42,58,16,0.7206775623376611,0.8497837063355362,23.061681994805156,32.0,27.19307860273716,10.0
32,42,61,19,0.6840732496245546,0.8815673098605132,45.1488344752206,66.0,58.183442450793876,10.0
33,42,59,17,0.6217512195540096,0.9286338392186392,40.289479027099816,64.8,60.175472781367816,10.0
34,43,60,17,0.7416572589228949,0.9345390479323704,42.64529238806646,57.5,53.7359952561113,10.0
35,44,55,11,0.6061836021953946,0.8699253115410924,19.397875270252626,32.0,27.837609969314958,10.0
36,45,61,16,0.5195440386440405,0.8827186743270363,29.873782222032332,57.5,50.75632377380459,10.0
37,46,68,22,0.736879235720687,0.8917313281519429,48.63402955756534,66.0,58.85426765802823,10.0
38,46,65,19,0.6623376623376623,0.9460057618231431,51.0,77.0,72.84244366038202,10.0
39,47,63,16,0.7357595446689403,0.9014864164591048,42.30617381846407,57.5,51.83546894639852,10.0
40,47,71,24,0.8532667594259405,0.953659053511047,49.06283866699158,57.5,54.8353955768852,10.0
41,49,72,23,0.7241183100884879,0.9246441029694021,37.654152124601374,52.0,48.08149335440891,10.0
42,49,75,26,0.7973699755435356,0.8796741273474005,45.8487735937533,57.5,50.581262322475524,10.0
43,51,77,26,0.7397250267709686,0.9231328456077208,47.934181734758766,64.8,59.81900839538031,10.0
44,51,95,44,0.6858309985432519,0.9103642039304561,39.43528241623699,57.5,52.34594172600123,10.0
45,52,90,38,0.765625,0.8748945724526054,49.0,64.0,55.993252636966744,10.0
46,52,91,39,0.7254676156228089,0.8702485878978193,41.714387898311514,57.5,50.03929380412461,10.0
47,52,92,40,0.5854448213538037,0.8853479727506607,33.663077227843715,57.5,50.90750843316299,10.0
48,53,108,55,0.8380782044988326,0.8642844313869017,48.18949675868288,57.5,49.696354804746846,10.0
49,56,110,54,0.5673146995207057,0.9250015839705096,22.12527328130752,39.0,36.07506177484987,10.0
50,57,106,49,0.8176962632415627,0.8707947252198948,26.166280423730008,32.0,27.865431207036632,10.0
51,58,103,45,0.1851851851851852,0.9349145757456799,12.0,64.8,60.58246450832006,10.0
52,58,92,34,0.4753508239746988,0.8942886701988254,22.008743150028554,46.3,41.40556543020561,10.0
53,62,100,38,0.6438472263730687,0.922444266235408,37.02121551645145,57.5,53.04054530853596,10.0
54,62,94,32,0.558234494428104,0.8840688438407838,32.09848342961598,57.5,50.833958520845066,10.0
